CreatedDate,pm25_Lakshmi K: Kitchen,pm10_Lakshmi K: Kitchen,aqi_Lakshmi K: Kitchen,co2_Lakshmi K: Kitchen,voc_Lakshmi K: Kitchen,temperature_Lakshmi K: Kitchen,humidity_Lakshmi K: Kitchen,battery_Lakshmi K: Kitchen
2024-07-12 20:00:00,18.5000,23.0000,31,417.0000,350.5000,33.0,54.0000,100
2024-07-12 21:00:00,21.0000,25.5000,35,438.0000,493.5000,33.0,54.0000,100
2024-07-12 22:00:00,21.5000,26.0000,36,453.5000,542.0000,33.0,54.5000,100
2024-07-12 23:00:00,24.0000,29.0000,40,463.5000,708.0000,33.0,55.5000,100
2024-07-13 00:00:00,22.0000,26.5000,37,479.0000,1112.0000,33.0,55.5000,100
2024-07-13 01:00:00,20.5000,25.5000,34,519.0000,2059.0000,33.0,55.0000,100
2024-07-13 02:00:00,16.0000,20.5000,27,515.5000,1235.5000,33.0,54.5000,100
2024-07-13 03:00:00,10.5000,13.5000,18,507.0000,932.5000,33.0,53.0000,100
2024-07-13 04:00:00,9.5000,12.5000,16,539.5000,948.5000,33.0,52.0000,100
2024-07-13 05:00:00,11.0000,14.0000,18,537.5000,1101.5000,33.0,52.0000,100
2024-07-13 06:00:00,18.5000,23.5000,31,450.5000,523.0000,32.5,54.0000,100
2024-07-13 07:00:00,35.0000,42.5000,58,425.0000,448.5000,32.0,54.5000,100
2024-07-13 08:00:00,35.0000,41.5000,58,500.5000,554.5000,32.0,55.0000,100
2024-07-13 09:00:00,27.5000,33.0000,46,456.5000,362.5000,32.0,56.0000,100
2024-07-13 10:00:00,34.5000,41.5000,58,515.0000,394.0000,32.5,57.0000,100
2024-07-13 11:00:00,24.0000,29.0000,40,431.5000,260.5000,33.0,55.0000,100
2024-07-13 12:00:00,23.5000,28.5000,39,415.0000,202.5000,33.0,55.0000,100
2024-07-13 13:00:00,30.0000,35.0000,50,415.5000,112.0000,33.0,55.0000,100
2024-07-13 14:00:00,28.5000,33.5000,48,406.0000,300.0000,33.0,53.5000,100
